1331,"{'review': '難しいけど解いた後の達成感がたまらない！', 'id': '909566506', 'name': {'label': 'Q.'}}",1
2130,"{'review': 'ポイント制さえなければいいxdaaer', 'id': '880465121', 'name': {'label': 'ぴたトーク-無料出会いアプリの定番！'}}",1
2129,"{'review': 'コイン関係なしにしたほうがよい。メリットがない。klqscw招待コードよろしく。', 'id': '880465121', 'name': {'label': 'ぴたトーク-無料出会いアプリの定番！'}}",0
824,"{'review': 'なんかさ、いいよねすんばらしい', 'id': '959454698', 'name': {'label': '無料で聴ける音楽アプリ！SoundMusic（サウンドミュージック） for Youtube'}}",1
2847,"{'review': '最高でーす', 'id': '980197134', 'name': {'label': 'Musify - 無料音楽StreamerとMP3プレイヤー。アプリ無料ダウンロード.'}}",1
2539,"{'review': 'カップケーキの補充したくないのに押してしまう。無駄に宝石を使ってしまう。プレイ中は補充しないようにして欲しい。', 'id': '714796093', 'name': {'label': 'クッキングフィーバー'}}",1
388,"{'review': 'やり始めたけどおもしろいですね！絵も好きですしハマってます_(　　_‾ω‾ )_4MW555G↑↑リセマラや新規さんコードよかったら使ってください！ガチャが引けるフクザワって言うのがもらえますよい٩( *˙0˙*)۶', 'id': '858357080', 'name': {'label': '消滅都市'}}",1
1548,"{'review': '以前のような不具合がまた起きています。改善お願いします。', 'id': '956081467', 'name': {'label': 'MixerBox 無料音楽 MP3 プレイヤー musicbox'}}",1
2752,"{'review': 'さぐりさぐりだがソコソコ楽しめてます良かったら使って下さいCSRNZA7JX', 'id': '895687962', 'name': {'label': '白猫プロジェクト'}}",1
2019,"{'review': '0.002いった！まぐれやな 笑', 'id': '491903216', 'name': {'label': '反射神経測定'}}",1
1781,"{'review': 'とても良いかも❤️', 'id': '983904653', 'name': {'label': 'Tuber - Youtube動画をバックグラウンド再生できるアプリ'}}",1
1982,"{'review': '神アプリ！', 'id': '721512660', 'name': {'label': '【無料マンガ】comico/毎日新作漫画が読み放題！/コミコ'}}",1
1297,"{'review': '立ち上げようとすると全く立ち上がらなくなりました！', 'id': '454638411', 'name': {'label': 'Messenger'}}",1
1662,"{'review': '使用頻度の高い良アプリ。移動の際や終電検索に毎日のようにお世話になってます。', 'id': '291676451', 'name': {'label': 'Yahoo!乗換案内'}}",1
1092,"{'review': '操作が簡単で使いやすいです。', 'id': '585561686', 'name': {'label': 'QRコードリーダー for iPhone'}}",1
2230,"{'review': 'さいこう！', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",1
3069,"{'review': 'これ最高です(๐•ω•๐)♡', 'id': '447339142', 'name': {'label': 'プリ画像 - 壁紙・待受も探せる無料画像コミュニティ'}}",1
1482,"{'review': '上下左右の範囲を小さくすると上手く出来ます◡̈⃝初期メニュー以外は課金が必要みたいなので、そこがちょっと…😥', 'id': '987360477', 'name': {'label': 'クッキングママ お料理しましょ！'}}",1
2928,"{'review': 'いい感じ☆', 'id': '472143590', 'name': {'label': 'DECOPIC-かわいい写真加工&おしゃれフォントで簡単デコ!無料の可愛いスタンプ・フレーム・フィルター・文字入れでかんたん画像編集'}}",1
1578,"{'review': '昔の写真が加工できず、最近の写真しか加工することが出来なくなってます。昔の写真も加工出来るようにして下さい。', 'id': '516561342', 'name': {'label': 'aillis (旧LINE camera)'}}",1
1341,"{'review': '地味に面白い', 'id': '909566506', 'name': {'label': 'Q.'}}",1
2812,"{'review': '使いやすいアプリだと思います。あとは、文字の大きさがチョイスできたらいいと思います。老眼が始まった目には、文字が小さすぎます…。', 'id': '407906756', 'name': {'label': 'Yahoo!ニュース / Yahoo! JAPAN公式無料ニュースアプリ'}}",1
663,"{'review': '良かった使ってください(*_*)【qhqJ】', 'id': '931854667', 'name': {'label': 'キングダム -英雄の系譜-'}}",1
3059,"{'review': 'LINEとかの画像探すならこれいいよ、', 'id': '447339142', 'name': {'label': 'プリ画像 - 壁紙・待受も探せる無料画像コミュニティ'}}",1
1757,"{'review': '癒し', 'id': '923917775', 'name': {'label': '-ねこあつめ-'}}",1
353,"{'review': '楽しくて絵もいい。', 'id': '858357080', 'name': {'label': '消滅都市'}}",1
1276,"{'review': '使い勝手いいですねー！ストレスが全然ないし、いろんな人との交流も一気に増えましたー！', 'id': '454638411', 'name': {'label': 'Messenger'}}",1
6,"{'review': 'いくら履歴消しても画像処理は軽くならないし、コメント送る時とか画像開いた時に数分フリーズするその他の通知はいらないです。わざわざ表示する必要ないです嫌がらせですか？', 'id': '443904275', 'name': {'label': 'LINE'}}",1
1739,"{'review': '癒されます。いぬあつめとかあったらいいなー。あとグッズとねこもうちょい増えないかな。', 'id': '923917775', 'name': {'label': '-ねこあつめ-'}}",1
142,"{'review': 'モンハンみたいです(ㆁ௰ㆁ)良ければ招待コード使ってください！140243813です♪', 'id': '952608759', 'name': {'label': 'モンスターギア'}}",1
770,"{'review': 'エルサとマレフィセントが欲しい曲付きツムも', 'id': '724594093', 'name': {'label': 'LINE：ディズニー ツムツム'}}",1
709,"{'review': '強制終了多すぎ', 'id': '952578897', 'name': {'label': 'LOL Movie： 顔＋声を変えちゃおう！'}}",1
1049,"{'review': 'タイトルのIDを友達紹介で入れると漫画が読めるハートがもらえます。一冊ぐらい読めます。', 'id': '919478091', 'name': {'label': '【500作全巻無料】 ハートコミックス'}}",1
2847,"{'review': '最高でーす', 'id': '980197134', 'name': {'label': 'Musify - 無料音楽StreamerとMP3プレイヤー。アプリ無料ダウンロード.'}}",1
320,"{'review': 'とっても面白い', 'id': '953790507', 'name': {'label': '城とドラゴン'}}",1
913,"{'review': 'this app is just amazing !go follow me @dave.k_official', 'id': '389801252', 'name': {'label': 'Instagram'}}",1
1261,"{'review': '6秒がマックスだからもっとたくさん動画を撮れるようにして欲しい。アップ機能もほしい。', 'id': '904209370', 'name': {'label': 'B612 - こころで撮る自撮り'}}",1
316,"{'review': '最高ー！', 'id': '953790507', 'name': {'label': '城とドラゴン'}}",1
1110,"{'review': 'まぁこんなモンだろ？', 'id': '585561686', 'name': {'label': 'QRコードリーダー for iPhone'}}",1
2476,"{'review': 'たの', 'id': '509993510', 'name': {'label': 'Sing! カラオケ'}}",0
2953,"{'review': 'いつも、参考にしてます。', 'id': '933166032', 'name': {'label': 'No.1女性向けトレンド情報-TRILL(トリル)-'}}",1
2357,"{'review': 'Love the Naruto gacha toy....Can't wait for Misuji steak....simply delicious', 'id': '906930478', 'name': {'label': 'ガストアプリ　お得なクーポンが使える無料アプリ'}}",0
596,"{'review': '動画見てたらなぜか音声だけは進んで映像だけが戻ってしまうんですが…。楽しく動画見れません。僕だけなのかな？笑', 'id': '544007664', 'name': {'label': 'YouTube'}}",1
1443,"{'review': 'いいけどかな入力だけじゃなくてローマ字打ちのも欲しいなー', 'id': '899997582', 'name': {'label': 'Simeji - 日本語文字入力＆顔文字キーボード'}}",1
976,"{'review': 'アクセシビリティって機能がありますよ。ネットでエロを見てるだけではもったいない…www', 'id': '490217893', 'name': {'label': 'iTunes '}}",1
1019,"{'review': 'これといって問題なく使えます。', 'id': '284882215', 'name': {'label': 'Facebook'}}",1
1057,"{'review': '9169A80B9C自分のIDです。よろしくお願いします！', 'id': '919478091', 'name': {'label': '【500作全巻無料】 ハートコミックス'}}",1
1939,"{'review': '難易度としてはちょうど良かったけど、3のスペルはSじゃなくてTから始まると思う。イージーミスさえなければ、それなりに楽しめたゲームでした', 'id': '990189198', 'name': {'label': '脱出ゲーム　シンデレラ　閉じ込められた家からの脱出'}}",1
1767,"{'review': 'いいね、いろんなとこで使える', 'id': '983904653', 'name': {'label': 'Tuber - Youtube動画をバックグラウンド再生できるアプリ'}}",1
379,"{'review': 'はじめました。中々面白そうです。フクザワもらえます。良かったらどうぞ。RSQW2RX', 'id': '858357080', 'name': {'label': '消滅都市'}}",1
